run_id,exit_status,elapsed_time_sec,
BLOCK_SIZE_KB=128.1,0,4.81
BLOCK_SIZE_KB=128.2,0,4.79
BLOCK_SIZE_KB=256.1,0,5.48
BLOCK_SIZE_KB=256.2,0,5.5
BLOCK_SIZE_KB=512.1,0,6.84
BLOCK_SIZE_KB=512.2,0,6.91
